Age,Workclass,Fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Y
38,3,203763,9,1,7,6,5,0,0,0,40,19,0
27,3,218785,9,6,2,4,5,0,0,0,40,19,0
23,5,381741,12,4,10,5,5,1,0,1721,20,19,0
17,3,244602,8,4,15,5,5,1,0,0,15,19,0
44,4,175696,13,6,2,3,5,1,0,0,40,19,1
26,3,101027,9,6,6,3,5,1,0,0,48,19,0
37,3,99270,9,4,14,1,5,0,0,0,40,19,0
49,3,224393,13,6,2,3,5,1,0,0,55,19,1
42,3,192381,9,6,12,3,5,1,0,0,40,19,1
26,3,131686,13,4,13,6,5,0,0,0,40,19,0
73,5,84390,11,5,10,6,5,0,0,0,32,19,0
44,3,277533,10,6,12,3,5,1,0,0,40,19,0
47,3,72880,14,4,13,6,5,0,0,0,40,19,0
28,5,149646,10,1,10,5,5,0,0,0,20,25,0
49,3,209057,10,1,11,6,5,1,0,0,40,19,0
17,3,108909,9,4,6,5,5,0,0,0,20,19,0
42,3,74949,10,1,13,6,5,1,0,0,40,19,0
30,3,235639,6,6,12,3,5,1,0,0,40,19,0
36,4,137421,11,6,11,3,2,1,0,0,37,33,0
53,3,122412,13,4,13,6,5,0,0,0,40,19,0
23,3,434894,9,6,1,3,4,1,0,0,40,19,0
35,3,379959,9,1,15,6,5,0,0,0,40,19,0
32,3,95885,7,4,12,6,3,1,13550,0,60,19,1
39,3,225330,13,7,13,2,5,0,0,0,50,24,1
40,3,32627,14,6,13,3,5,1,0,0,60,19,0
28,3,65171,10,6,7,3,5,1,0,0,40,19,0
32,3,193380,9,4,14,5,5,1,0,0,40,19,0
42,3,184823,10,4,7,5,5,0,0,0,40,19,0
35,3,81259,13,4,7,6,5,0,0,0,43,19,0
35,3,301369,8,4,8,2,4,0,0,0,40,19,0
21,3,190968,9,4,8,5,5,1,0,0,40,19,0
71,3,196610,4,7,2,6,5,1,6097,0,40,19,1
31,3,330715,9,2,15,6,5,1,0,0,40,19,0
25,6,77698,10,4,7,2,4,0,0,0,40,19,0
35,3,139770,9,4,7,5,5,0,6849,0,40,19,0
24,3,109053,9,4,15,1,5,1,0,0,25,19,0
69,3,312653,10,6,6,3,5,1,0,0,25,19,0
35,7,193260,14,6,6,3,2,1,0,0,40,25,1
35,3,331831,13,6,6,3,5,1,0,0,40,19,0
42,3,54202,13,4,6,6,5,1,10520,0,50,19,1
51,3,163948,11,6,11,3,5,1,0,0,40,19,1
48,3,36228,9,1,14,6,5,1,0,0,44,19,0
49,3,160167,11,6,7,3,5,1,0,0,40,19,0
53,3,178356,12,6,2,3,5,1,2407,0,99,19,0
43,3,104196,10,6,7,3,5,1,0,0,40,19,0
53,3,288353,13,6,2,3,5,1,0,0,40,19,1
35,3,187693,9,4,8,5,5,1,0,0,40,19,0
36,3,114988,9,4,15,6,5,0,0,0,40,19,0
34,6,117392,14,4,13,6,5,0,0,0,40,19,0
48,3,121124,10,6,15,3,5,1,0,0,40,19,1
53,3,195638,9,1,7,6,5,0,0,0,40,19,0
37,3,245053,10,1,1,5,5,1,0,1504,40,19,0
49,4,216734,15,1,2,6,5,0,0,0,40,19,0
30,5,197827,10,6,10,3,5,1,0,0,40,19,0
41,3,49156,9,6,12,3,5,1,0,0,40,19,0
25,3,126133,10,4,15,5,5,0,0,0,40,19,0
24,3,304463,10,6,12,3,5,1,0,0,65,19,0
34,3,214288,9,4,12,5,5,1,0,0,40,19,0
29,3,274969,9,4,12,2,5,0,0,0,42,19,0
23,3,189072,13,4,11,6,4,0,0,0,45,19,0
46,3,128047,10,2,6,6,5,1,0,0,42,19,0
20,3,210338,10,4,15,5,5,0,0,0,15,19,0
63,3,122442,8,6,12,3,5,1,0,0,40,19,0
40,7,167081,14,6,6,3,5,1,3103,0,50,19,0
33,3,251421,12,1,13,6,5,1,0,0,50,19,0
24,2,219519,10,4,7,5,4,0,0,0,40,19,0
36,3,33355,10,4,15,5,5,1,0,0,45,19,0
25,3,441210,9,4,13,5,5,1,0,0,40,19,0
54,6,178356,5,6,15,3,5,1,0,0,40,19,0
50,7,231196,13,1,6,6,5,1,0,0,50,19,0
58,4,40925,13,6,2,3,5,1,0,0,40,19,0
17,3,270587,7,4,15,5,5,1,0,0,20,31,0
40,3,219266,9,6,2,3,5,1,7688,0,50,19,1
27,3,114967,13,4,6,5,5,1,0,0,40,19,0
20,3,344492,9,2,6,5,5,0,0,0,26,19,0
22,3,369387,7,6,12,3,5,1,0,0,35,19,0
80,7,101771,7,6,2,3,5,1,0,0,25,19,0
52,3,137428,9,1,14,6,5,1,0,0,45,19,0
40,2,121012,13,6,7,3,5,1,7298,0,48,19,1
48,3,139290,6,2,8,5,5,0,0,0,48,19,0
62,3,199193,9,6,1,3,5,1,0,0,25,19,0
32,3,286689,12,6,11,3,5,1,0,0,42,19,1
21,5,123727,10,4,10,6,5,0,0,0,28,19,0
58,2,208640,13,6,2,3,5,1,0,0,40,19,1
37,7,120130,14,6,2,3,5,1,0,0,60,19,1
29,1,241431,16,6,13,3,5,1,0,0,35,19,1
25,3,120450,9,4,15,6,5,1,0,0,40,19,0
26,3,152240,10,4,8,5,5,1,0,0,40,19,0
50,3,200960,10,6,6,3,5,1,0,0,50,19,0
30,2,314310,13,6,13,3,5,1,0,0,40,19,1
30,6,44566,13,6,13,3,5,1,0,0,80,19,0
59,3,21792,9,7,15,6,5,0,0,0,10,19,0
36,3,182074,9,4,1,5,5,1,0,0,40,19,0
37,3,221850,14,6,2,3,5,1,0,0,50,16,1
42,3,240628,13,6,2,4,5,0,0,0,40,19,1
34,3,318641,13,6,2,3,4,1,0,0,45,19,1
27,7,140863,5,6,12,3,5,1,0,0,40,19,0
39,3,129150,13,6,11,3,5,1,0,0,50,19,1
41,3,143003,11,6,15,3,2,1,7298,0,60,39,1
34,7,198664,13,6,12,3,2,1,15024,0,70,30,1
41,3,244945,10,6,2,3,5,1,0,0,40,19,0
50,3,138514,10,1,7,2,4,0,0,0,40,19,0
18,3,92008,9,4,1,1,5,0,0,0,28,19,0
23,3,207415,13,4,2,5,5,0,0,0,15,19,0
26,3,188626,9,6,12,3,5,1,0,0,48,19,0
38,3,257250,10,6,14,3,5,1,7298,0,60,19,1
27,3,133696,10,6,13,3,5,1,0,0,88,19,0
21,3,195919,6,4,1,6,1,1,0,0,40,29,0
41,3,119266,9,6,15,3,5,1,0,0,40,19,0
42,7,140474,12,1,12,5,3,1,0,0,35,19,0
25,3,69739,6,4,8,5,5,1,0,0,40,19,0
43,3,293176,13,6,6,3,5,1,0,0,40,19,1
23,3,217961,10,4,1,5,5,1,0,0,15,19,0
40,6,163725,13,6,13,3,5,1,7688,0,40,19,1
23,3,419394,10,4,6,5,4,1,0,0,9,19,0
18,3,220836,7,4,15,6,5,0,0,0,20,19,0
37,3,334291,13,4,2,6,5,1,0,0,50,19,0
58,3,298601,5,6,8,3,4,1,3781,0,40,19,0
36,3,200360,10,4,12,6,5,1,0,0,40,19,0
36,3,203482,12,6,13,3,5,1,0,0,40,19,1
25,3,99126,11,6,13,4,5,0,7688,0,40,19,1
62,3,109190,13,6,2,3,5,1,15024,0,40,19,1
34,3,34848,10,6,14,3,5,1,4064,0,40,19,0
27,3,29732,13,4,13,6,5,0,4865,0,36,19,0
23,3,87867,9,4,6,5,5,1,0,0,35,19,0
55,3,123515,9,1,7,6,5,0,0,0,40,19,0
42,3,175935,9,6,8,3,5,1,0,0,40,19,0
22,3,229456,9,4,7,5,4,0,0,0,38,19,0
44,3,184105,12,6,6,3,5,1,4386,0,40,19,1
42,6,99554,10,6,14,3,5,1,0,0,40,19,0
21,3,190227,9,4,7,2,5,1,0,0,40,19,0
25,3,29020,12,1,7,6,4,0,0,0,45,19,0
31,3,306459,2,2,1,2,5,1,0,0,35,40,0
42,3,193995,10,1,12,6,5,1,0,0,38,19,0
26,3,105059,5,6,12,3,5,1,0,0,20,19,0
62,3,71751,10,6,2,3,5,1,0,1977,98,19,1
28,3,176683,13,6,2,3,5,1,5178,0,50,19,1
34,3,342709,14,6,2,3,5,1,0,0,40,19,0
51,3,53838,13,6,1,3,5,1,0,0,40,19,0
45,6,209482,14,6,13,4,5,0,0,0,45,19,1
44,3,214242,10,6,14,3,5,1,0,0,50,19,1
47,5,34458,4,6,10,3,5,1,0,0,10,19,0
35,3,100375,10,5,5,5,5,1,0,0,40,19,0
46,3,149949,4,6,14,3,5,1,0,0,40,19,0
46,3,189762,12,4,11,6,5,1,0,0,56,19,0
46,3,79874,13,6,2,3,5,1,0,0,53,19,1
66,7,104576,13,6,2,3,5,1,0,0,8,19,1
34,4,355700,9,2,7,2,5,0,0,0,20,19,0
26,3,213625,12,6,6,3,5,1,0,0,40,19,0
29,3,204984,9,6,12,3,5,1,0,0,40,19,1
30,3,144593,9,4,15,6,4,1,0,0,40,25,0
23,3,217169,13,4,7,5,5,0,0,0,40,19,0
46,3,184883,5,6,8,4,5,0,0,0,40,19,0
44,5,136419,6,6,10,3,5,1,0,0,40,19,0
54,3,57758,14,6,6,3,5,1,0,0,68,19,1
54,7,30908,4,6,5,3,5,1,0,0,60,19,0
71,3,217971,5,7,6,2,5,0,0,0,13,19,0
51,3,160703,8,6,12,3,5,1,0,0,45,19,0
32,3,142675,9,4,12,6,5,1,0,0,40,19,0
75,5,248833,9,3,10,4,5,0,2653,0,14,19,0
57,3,171242,7,5,12,6,5,1,0,0,40,1,0
34,3,376979,5,4,12,6,5,1,0,0,40,19,0
40,3,175935,13,1,6,6,5,1,14084,0,40,19,1
21,3,277530,9,4,2,5,5,0,0,0,40,19,0
50,3,104501,14,6,13,3,5,1,0,0,40,19,1
32,3,94041,11,4,12,6,5,1,0,0,44,12,0
37,6,593246,13,6,13,4,5,0,0,0,50,19,1
19,3,121074,4,6,12,3,5,1,0,0,99,19,0
64,3,192596,9,7,7,6,5,0,0,0,30,19,0
17,3,142457,7,4,15,5,4,1,0,0,20,19,0
37,3,136028,11,6,15,3,5,1,0,0,40,19,0
32,3,216145,10,4,12,6,5,1,4650,0,45,19,0
20,3,157894,10,4,15,5,4,1,0,0,20,19,0
39,7,164593,16,4,13,6,5,1,4787,0,40,19,1
18,3,252993,8,4,1,5,5,1,0,0,40,42,0
42,3,145711,14,6,13,3,5,1,0,1902,50,19,1
43,3,358199,10,6,6,3,5,1,3103,0,40,19,1
42,3,219591,13,6,7,3,5,1,0,0,55,19,1
53,6,205005,13,6,13,4,5,0,0,0,60,19,1
52,3,221936,9,6,6,3,5,1,0,0,40,19,0
51,3,120914,6,4,5,5,5,1,0,0,40,19,0
77,1,155761,10,6,6,3,5,1,0,0,8,19,0
25,3,195914,10,4,6,5,4,0,3418,0,30,19,0
38,6,236687,10,4,13,5,5,1,0,0,40,19,0
20,3,318036,9,4,15,6,5,1,0,0,40,19,0
23,3,53306,9,4,12,6,5,1,0,0,30,19,0
27,3,174645,9,4,7,5,5,0,0,0,40,19,0
19,3,321817,7,4,15,5,5,0,0,0,40,19,0
41,3,206948,13,6,6,3,5,1,0,0,40,19,1
47,2,402975,10,6,2,3,4,1,0,0,40,19,0
72,5,289930,13,2,10,6,5,0,991,0,7,19,0
42,3,367049,14,4,2,6,5,0,4650,0,40,19,0
36,3,143486,13,6,6,3,5,1,0,0,40,19,1
42,1,27187,14,6,5,3,5,1,0,0,60,19,1
24,3,187717,13,4,7,5,5,0,0,0,40,19,0
22,3,378104,9,4,1,5,5,1,0,0,40,19,0
29,3,113870,2,6,15,3,5,1,0,0,40,25,0
42,3,252518,15,6,2,3,5,1,15024,0,40,19,1
24,3,326334,13,4,13,5,5,1,0,0,20,19,0
41,3,279914,10,6,7,3,5,1,0,0,45,19,1
29,3,320451,9,4,9,6,2,1,0,0,40,21,0
36,3,207853,9,1,12,5,5,1,0,0,40,19,0
78,1,237294,9,7,6,6,5,1,0,0,45,19,1
43,3,112181,11,6,11,4,5,0,0,1902,32,19,1
34,4,259705,10,2,2,5,5,0,0,0,40,19,0
20,5,117789,10,4,10,5,5,0,0,0,40,19,0
24,3,449432,8,6,12,3,5,1,0,0,40,19,0
36,2,89083,11,6,11,3,5,1,0,0,40,19,0
49,3,59612,10,6,6,3,5,1,0,0,44,19,0
21,3,129980,5,4,14,5,5,1,0,0,40,19,0
51,3,108233,12,2,15,6,4,0,0,0,40,19,0
30,3,342709,9,6,11,3,5,1,0,0,40,19,0
37,3,126675,9,4,12,6,5,1,0,0,40,19,0
30,3,141118,11,4,7,6,5,0,0,0,40,19,0
20,5,273701,10,4,10,1,4,1,34095,0,10,19,0
46,3,173243,9,6,12,3,5,1,0,0,40,19,0
24,6,161092,9,4,15,5,5,1,0,0,40,19,0
32,3,209691,13,6,6,3,5,1,0,0,42,19,1
36,3,89508,10,1,13,6,5,1,0,0,50,19,0
30,3,399522,7,5,1,2,5,0,0,0,40,19,0
60,4,136939,10,6,14,3,5,1,0,0,40,19,0
56,6,264436,10,1,2,6,5,0,0,0,40,19,0
57,3,199572,7,6,8,3,5,1,0,0,40,19,0
61,2,28291,13,6,2,4,5,0,0,0,40,19,0
50,3,215990,9,6,12,3,5,1,0,0,40,19,1
56,7,179594,9,6,2,3,5,1,0,0,48,19,0
61,1,139391,10,6,6,3,5,1,0,1902,35,19,1
45,3,187370,14,1,2,2,5,1,7430,0,70,19,1
31,3,473133,14,6,13,3,5,1,5178,0,40,19,1
60,7,205246,9,4,2,6,4,1,0,2559,50,19,1
26,3,182308,10,6,13,3,5,1,0,0,40,19,0
56,7,51662,7,6,15,4,5,0,0,0,40,19,0
45,3,289468,7,7,15,2,5,0,0,0,40,19,0
28,3,201954,12,4,2,6,5,1,0,0,65,19,1
45,7,26781,10,6,2,3,3,1,0,0,40,19,0
58,3,100960,5,6,1,3,5,1,0,0,40,19,0
38,3,203761,11,4,11,6,5,0,2354,0,40,19,0
23,3,213811,13,4,2,5,5,0,0,0,40,19,0
49,3,124672,9,6,12,3,5,1,0,0,40,19,1
19,3,219300,10,4,6,5,5,0,0,0,25,19,0
22,3,270436,9,4,15,5,5,1,0,0,40,19,0
23,3,212619,9,6,8,3,5,1,0,0,50,19,0
23,3,193586,9,6,7,4,5,0,3908,0,40,19,0
40,3,84136,9,6,12,3,5,1,0,0,25,19,0
55,2,264834,13,4,13,6,5,0,0,0,40,19,0
34,4,98995,11,4,13,6,5,0,0,0,40,19,0
21,3,278254,9,6,8,3,4,1,0,0,40,19,0
28,3,167987,9,4,15,5,5,0,0,0,40,19,0
43,2,72887,13,5,11,6,2,1,0,0,40,19,0
17,3,176467,5,4,14,6,5,1,0,0,20,19,0
51,7,85902,6,7,14,1,5,0,0,0,40,19,0
37,3,223433,9,6,6,3,5,1,0,0,40,19,1
54,1,108435,13,6,6,3,5,1,0,0,50,19,1
24,3,172496,13,4,6,6,5,1,0,0,30,19,0
35,3,241998,9,6,12,3,5,1,0,0,40,19,1
48,3,245948,9,4,8,6,4,0,2174,0,40,19,0
23,3,187513,11,4,8,5,5,1,0,0,40,19,0
24,3,440138,9,4,3,6,5,0,0,0,45,31,0
24,3,218215,11,4,7,5,5,0,0,0,20,19,0
50,3,158948,4,6,12,3,5,1,3411,0,40,19,0
34,3,94413,9,6,14,3,5,1,0,0,40,19,1
45,3,183598,9,1,7,6,5,0,0,0,40,19,0
36,3,192664,7,4,12,5,5,1,0,0,40,19,0
33,3,392812,13,6,2,3,5,1,0,0,45,19,1
21,3,155818,9,4,15,5,5,0,0,0,20,19,0
32,3,195000,9,6,12,3,5,1,0,0,40,19,0
22,3,308205,3,4,5,1,5,1,0,0,40,6,0
53,3,104879,9,6,11,3,5,1,0,0,40,19,1
36,3,152307,9,6,8,3,5,1,0,0,40,19,0
22,3,145964,13,4,6,5,5,1,0,0,40,19,0
47,3,97419,9,6,9,4,4,0,0,0,40,19,0
25,5,12285,10,4,10,6,3,0,0,0,20,19,0
30,3,263150,9,1,8,2,5,0,0,0,20,19,0
49,5,189885,9,7,10,6,4,0,0,0,40,19,0
23,3,151888,10,4,6,5,5,1,0,0,40,19,0
40,3,254167,6,2,14,5,5,1,0,0,35,19,0
45,6,331482,12,1,11,5,5,1,0,0,40,19,0
61,6,177189,13,6,13,3,5,1,0,0,42,19,0
35,3,186886,9,1,2,2,5,0,0,0,55,19,0
20,3,33221,10,4,15,5,5,0,0,0,25,19,0
27,3,188171,6,4,7,5,5,1,0,0,60,19,0
23,3,209770,9,4,7,5,5,0,0,0,40,19,0
25,3,164488,13,6,13,3,5,1,0,0,40,25,0
65,6,180869,10,7,7,6,5,0,0,0,35,19,0
25,3,190350,9,4,7,2,4,0,0,0,40,19,0
49,3,137192,13,6,6,3,2,1,0,1977,50,30,1
45,3,204057,13,1,7,2,5,0,0,0,40,38,0
46,3,198774,14,1,2,2,5,0,0,323,45,19,0
67,3,134906,9,7,6,6,5,0,0,0,32,19,0
40,3,174515,9,7,8,2,5,0,0,0,40,19,0
51,3,259363,10,6,2,3,5,1,0,0,60,19,1
44,7,201742,13,6,2,3,5,1,0,2415,50,19,1
35,3,209609,9,6,14,3,5,1,0,0,60,19,0
28,3,185127,10,4,6,6,5,1,0,0,40,19,0
44,3,462838,9,1,1,6,5,0,0,0,48,19,0
37,3,176967,10,6,12,3,5,1,0,0,50,19,1
54,3,284129,10,6,14,3,5,1,0,0,45,19,1
33,2,37546,15,6,13,4,5,0,0,0,40,19,1
46,3,116666,9,1,2,6,5,0,0,0,40,19,0
45,3,120724,14,6,2,3,5,1,4386,0,40,19,0
27,3,314240,12,4,2,6,5,1,3325,0,40,19,0
49,3,423222,14,6,6,3,5,1,0,0,50,19,1
51,3,201127,9,1,6,6,5,1,0,0,45,19,0
27,3,202239,9,6,1,3,5,1,0,0,40,19,0
36,3,209629,9,6,8,3,5,1,0,0,40,19,0
59,3,165922,13,6,13,3,5,1,15024,0,40,19,1
24,3,133520,10,4,6,5,5,0,0,0,15,19,0
66,5,99888,11,7,10,6,5,0,0,0,40,19,0
31,3,176410,9,4,15,5,5,0,0,0,38,19,0
35,2,103214,16,4,13,6,3,0,0,0,60,19,1
34,3,122612,13,6,15,4,2,0,7688,0,50,21,1
50,3,226735,10,6,9,3,4,1,0,0,70,19,1
43,1,151089,9,6,6,3,5,1,0,0,50,19,0
21,3,244312,5,4,12,5,5,1,0,0,30,28,0
33,3,209317,5,4,15,6,5,1,0,0,45,28,0
48,3,99096,10,1,7,6,5,0,0,1590,38,19,0
22,3,374116,9,4,3,5,5,0,0,0,36,19,0
29,3,205249,14,6,2,3,2,1,0,0,40,22,0
42,7,326083,11,6,13,3,5,1,0,0,40,19,0
28,7,183523,9,6,12,3,5,1,0,0,50,14,0
36,3,350783,9,4,13,6,5,0,0,0,38,19,0
66,6,140849,9,7,15,6,5,0,0,0,25,19,0
44,3,175943,13,6,13,4,5,0,0,0,20,19,0
45,6,125933,10,1,7,2,4,0,0,0,40,19,0
49,3,225124,9,1,15,5,4,0,0,0,40,19,0
36,3,272090,13,1,13,2,5,0,0,0,45,28,0
48,3,40666,7,6,1,3,5,1,0,0,60,19,0
19,3,35245,9,4,14,5,5,1,0,0,40,19,0
36,3,167482,13,6,7,3,5,1,0,0,40,19,1
41,3,204662,14,6,2,3,5,1,0,0,45,19,1
32,3,291147,10,6,6,3,5,1,0,0,50,19,0
49,3,179869,9,6,12,3,5,1,0,0,40,19,1
51,7,205100,9,6,2,4,5,0,0,0,40,19,0
20,3,352139,10,1,15,5,5,0,0,0,29,19,0
39,3,111268,13,4,7,5,5,0,0,0,40,19,0
38,3,247111,9,6,11,3,5,1,0,0,40,19,1
19,3,271446,10,4,15,5,5,0,0,0,25,19,0
29,6,132412,13,4,1,5,5,1,0,0,40,19,0
52,1,74712,9,6,6,3,2,1,0,0,40,19,1
22,3,94662,11,4,12,6,5,1,0,0,44,19,0
44,1,33126,10,6,2,3,5,1,0,0,80,19,0
43,3,133584,9,1,12,6,5,1,0,0,40,19,0
41,6,103759,10,6,14,3,5,1,3942,0,40,19,0
63,5,64448,9,6,10,3,5,1,0,0,40,19,0
40,3,374367,11,2,6,6,4,1,0,0,44,19,0
40,3,179666,13,4,2,6,5,1,0,0,30,1,0
18,3,99219,7,4,6,5,5,0,0,0,15,19,0
57,1,180211,15,6,13,3,2,1,0,0,50,35,1
54,6,219276,13,6,2,3,2,1,0,0,40,21,1
44,3,150011,13,1,13,2,5,0,0,0,40,19,0
20,3,231231,10,4,6,6,5,1,0,0,30,19,0
40,3,182217,10,6,15,4,5,0,0,0,40,17,0
29,3,277342,10,4,14,2,5,1,0,0,40,19,0
22,3,140001,13,4,7,6,5,1,0,0,40,19,0
44,3,99651,14,6,2,3,5,1,5178,0,40,19,1
45,3,223319,10,1,6,5,5,1,0,0,45,19,0
52,3,235307,13,6,13,3,5,1,0,0,40,19,1
57,3,206343,9,2,8,6,5,1,2174,0,40,9,0
51,6,156003,9,1,9,6,5,1,0,0,40,19,0
23,3,529223,13,4,6,5,4,1,0,0,10,19,0
22,3,202871,11,6,15,3,5,1,0,0,44,19,0
37,3,58337,10,1,2,6,5,0,0,0,40,19,1
58,2,298643,9,1,7,2,4,0,0,0,40,19,0
61,3,191188,6,7,5,2,5,1,0,0,20,19,0
30,3,96287,14,4,13,6,5,0,0,0,45,19,0
23,3,104443,10,4,7,5,5,0,0,0,40,19,0
30,3,323054,6,1,15,6,3,1,0,0,40,19,0
18,3,95917,9,4,15,5,5,1,0,0,25,1,0
34,3,238305,10,6,15,4,5,0,0,1628,12,25,0
23,3,49296,9,4,1,1,4,1,0,0,40,19,0
23,3,50953,10,4,3,5,5,0,0,0,10,19,0
57,3,124507,13,6,6,3,5,1,0,0,55,19,1
58,3,239523,9,6,2,3,5,1,0,0,45,19,1
59,7,309124,9,6,14,3,5,1,0,0,40,19,1
27,3,240172,13,5,7,6,5,1,0,0,40,19,0
50,3,105010,13,6,5,3,5,1,0,0,45,19,1
44,6,135056,14,1,13,2,5,0,0,0,16,25,0
25,3,178478,13,4,11,5,5,0,0,0,40,19,0
33,3,23871,9,1,15,2,5,0,0,0,30,19,0
22,3,362309,10,4,15,5,5,1,0,0,35,19,0
21,3,257781,10,4,12,5,5,1,0,1719,30,19,0
44,3,175669,7,6,13,4,5,0,5178,0,36,19,1
50,3,297906,10,6,6,3,2,1,0,0,50,19,1
44,3,230684,9,6,14,3,5,1,0,0,45,19,0
53,5,123011,9,6,10,3,5,1,0,0,40,19,1
41,3,170866,13,6,2,3,5,1,0,0,50,19,1
54,6,182543,10,7,7,2,5,0,0,0,40,6,0
60,7,236470,4,6,5,3,5,1,0,0,40,19,0
58,3,33725,14,1,13,6,5,1,0,0,20,19,0
27,3,188941,10,6,11,3,5,1,3908,0,40,19,0
43,3,206878,9,4,7,2,5,0,0,0,60,19,0
33,6,173806,12,6,1,3,5,1,0,0,40,19,0
24,3,190709,10,6,14,3,5,1,0,0,65,19,0
41,3,149102,9,4,14,6,5,1,0,0,40,24,0
21,3,25265,9,4,12,5,5,1,0,0,40,19,0
39,3,100669,10,6,12,5,2,1,0,0,40,19,0
27,1,114158,13,4,2,5,5,0,0,0,40,19,0
50,3,228057,9,6,14,3,5,1,0,0,40,19,0
20,3,54012,9,4,1,5,5,1,0,0,40,19,0
46,2,219967,13,6,2,3,5,1,0,0,40,19,1
49,3,239865,7,6,14,3,5,1,0,0,40,19,0
35,4,119421,13,6,2,4,5,0,0,0,35,19,1
56,7,220187,10,6,15,3,5,1,0,0,45,19,1
41,6,33068,14,1,13,6,5,1,0,1974,40,19,0
41,7,277783,10,1,12,6,5,1,0,2001,50,19,0
42,3,175515,9,6,12,3,5,1,0,0,40,19,0
58,6,271795,4,6,12,3,5,1,0,0,40,19,0
43,3,70055,10,6,7,3,5,1,0,0,40,19,0
25,3,352806,9,1,15,6,5,0,0,0,40,6,0
57,3,266189,9,1,7,2,5,0,0,0,42,19,0
49,3,102945,4,7,8,6,5,0,0,0,40,19,0
23,3,173851,10,6,1,3,5,1,0,0,40,19,0
59,3,144092,9,6,12,3,5,1,0,0,40,19,0
50,3,198681,10,6,14,3,5,1,0,0,70,19,1
33,3,351810,13,4,13,6,5,0,0,0,45,6,0
52,3,180142,14,6,11,3,5,1,0,0,45,19,0
37,1,175360,9,6,12,3,5,1,0,0,40,19,1
30,1,224498,9,1,7,2,5,0,0,0,40,19,0
39,1,154641,9,1,12,2,5,1,0,0,60,19,0
54,6,152540,10,1,12,2,5,1,0,0,42,19,0
52,3,217663,9,6,6,3,5,1,0,0,45,19,1
22,6,138575,9,4,9,2,5,1,0,0,56,19,0
19,5,32477,10,4,10,5,5,1,0,0,25,19,0
65,3,101104,9,6,6,3,5,1,9386,0,10,19,1
32,3,44677,13,4,7,6,5,1,0,0,40,19,0
25,3,456618,4,4,8,2,5,1,0,0,40,28,0
34,3,227282,10,4,12,6,5,1,0,0,40,19,0
47,3,27624,11,4,15,6,5,0,0,0,55,19,0
24,3,281403,9,4,5,5,5,1,0,0,98,19,0
63,2,39181,16,1,2,6,5,0,0,2559,60,19,1
48,3,377140,3,4,3,2,5,0,0,0,35,10,0
26,3,299810,9,4,6,6,5,0,0,0,50,19,0
28,3,181916,10,2,8,6,5,1,0,0,40,19,0
23,3,237044,9,4,15,5,4,1,0,0,12,19,0
57,1,123053,15,6,13,3,2,1,15024,0,50,39,1
64,4,269512,13,1,11,6,5,1,0,0,40,19,0
28,3,44767,13,4,2,5,5,1,0,0,50,19,1
28,3,67218,4,6,6,1,5,1,0,0,40,19,0
34,3,176992,10,6,8,3,5,1,0,0,40,19,0
38,7,43712,7,6,2,3,5,1,0,1887,45,19,1
44,3,379919,12,6,5,3,5,1,0,0,60,19,1
34,3,104509,11,4,13,6,5,0,1639,0,20,19,0
18,3,212370,9,6,12,3,5,1,0,0,25,19,0
36,3,179666,8,6,12,3,1,1,0,0,40,19,0
73,7,233882,9,6,5,3,2,1,0,2457,40,2,0
24,3,197387,9,4,15,5,5,1,0,0,40,6,0
29,6,220656,13,6,2,3,4,1,0,0,40,19,1
33,3,181091,10,6,13,3,5,1,0,0,40,19,0
57,2,135028,9,2,7,1,4,0,0,0,35,19,0
41,3,185057,11,4,12,6,5,0,0,0,40,25,0
55,3,106498,6,7,14,6,4,0,0,0,35,19,0
21,3,203003,6,6,12,3,5,1,0,0,40,19,0
36,7,223789,14,6,13,3,5,1,0,0,45,19,1
26,3,184026,10,4,13,6,1,1,0,0,50,19,0
32,5,335427,13,6,10,4,5,0,0,0,20,19,1
40,3,65866,10,1,11,2,5,0,0,213,40,19,0
32,3,372692,9,6,12,3,5,1,0,0,40,19,0
21,3,45607,10,4,15,5,5,0,0,0,40,19,0
59,4,303176,10,6,2,3,5,1,0,2179,40,19,0
29,3,138190,9,4,6,2,4,0,0,1138,40,19,0
29,7,212895,10,1,8,6,5,1,0,0,48,19,0
59,1,31359,14,6,2,3,5,1,15024,0,80,19,1
58,3,147989,9,6,14,3,5,1,0,0,40,19,1
47,3,145290,9,6,8,3,5,1,0,0,45,19,0
44,3,262684,9,1,7,6,5,0,0,1504,45,19,0
31,3,132601,9,4,15,5,5,1,0,0,40,19,0
42,7,30759,9,6,12,3,5,1,0,0,35,19,0
19,3,319889,9,4,15,5,5,1,0,0,25,19,0
66,3,29431,9,6,6,3,5,1,0,0,50,19,0
41,3,111483,9,6,8,3,5,1,0,0,45,19,0
22,3,184756,10,4,6,5,5,0,0,0,30,19,0
31,3,651396,9,4,6,5,5,0,0,1594,30,19,0
30,3,187560,13,4,6,6,5,1,0,0,40,19,0
36,7,84848,9,2,15,6,5,0,0,0,16,19,0
75,5,36243,16,4,10,6,5,1,0,0,40,19,0
41,4,88913,12,1,13,2,2,0,0,0,36,19,0
19,3,73190,10,4,1,5,5,1,0,0,20,19,0
